Frequency (Hz),Channel 1 Magnitude (dB),Channel 2 Magnitude (dB),Channel 2 Phase (deg)
2,-0.0485797793094434,12.50315498002489,-115.3014524112356
2.126653143274323,-0.05179100965898708,12.93112361623684,-116.4069591298581
2.261326795899278,-0.05169316860449306,13.35821847650701,-117.9795644271495
2.404528869234826,-0.04050701957238903,13.80908582724082,-119.7210045380333
2.556799438926046,-0.03537815056733482,14.19649758267198,-121.2141742121005
2.718712781757051,-0.03593540777859774,14.57682140696804,-122.6525257028024
2.890879541491856,-0.03910986222442765,14.93467123591938,-124.2212262722146
3.073949031870542,-0.04394214917246453,15.30411524650562,-125.8553884814851
3.268611685446275,-0.03864802605873748,15.6324410804445,-127.6494802578833
3.475601657498752,-0.03491106010856297,15.96088943100401,-129.3259745629771
3.695699594844581,-0.03069662636270416,16.26985101476718,-131.0117774509722
3.929735579986936,-0.0422524942969278,16.57996245630061,-132.7483512453229
4.178592261708078,-0.04192561008330162,16.85740343195256,-134.4495145725453
4.443208183911623,-0.05173318759226758,17.13061122751231,-136.1342327523417
4.724581325268925,-0.03725104755559352,17.3591940002234,-137.8855537441687
5.023772863019159,-0.04184652270321654,17.59474125081174,-139.6323640891264
5.341911175117971,-0.04333482367065211,17.82111258383553,-141.2773118398089
5.680196095828427,-0.04257972997405518,18.01130545253408,-143.0130171593284
6.039903440804031,-0.04442424428912492,18.2062488791222,-144.620670768269
6.422389818729648,-0.02659689537460395,18.35882629127731,-146.3829464654558
6.829097747667202,-0.0348597834226024,18.53022443187515,-147.8799717859049
7.261561095402028,-0.03252138960699023,18.67027021279694,-149.4732048183056
7.72141086430763,-0.01632858995252188,18.78280200281867,-151.0596119492236
8.210381342546157,-0.03615651710600257,18.92190535449157,-152.5401938698174
8.730316644803322,-0.04055658266555102,19.04200157314963,-153.8182784326967
9.283177667225555,-0.03200719381036153,19.13522491415551,-155.3202611901747
9.871049482789614,-0.04616740962391063,19.23323221192867,-156.6515715969823
10.49614920499545,-0.04201850429056753,19.309077972658,-157.9744181980624
11.16083434953993,-0.02002181788078056,19.37356688560532,-159.1496100572657
11.86761172550656,-0.02507127877491097,19.43705091271344,-160.2193874111598
12.61914688960386,-0.05124093410024134,19.52381621651595,-161.2923433563057
13.41827419910822,-0.02686981353226277,19.54810698890262,-162.4593293959717
14.26800750142513,-0.04563961764826783,19.61482830858067,-163.4265838865378
15.17155150058367,-0.04365355333990216,19.65611472527874,-164.3826987746251
16.13231384353227,-0.04638599118816985,19.69698561457597,-165.336016623165
17.15391797181789,-0.05129966133212872,19.73001878793898,-166.0871807711382
18.24021678711819,-0.04100235378957098,19.7640437351785,-167.0626485544994
19.39530718216499,-0.04149619391313036,19.78135260586585,-167.8216823520638
20.62354549186112,-0.0411567854868661,19.80336709667185,-168.5320508182917
21.9295639228637,-0.04550947630971197,19.83400975235344,-169.2460720839587
23.31828802359663,-0.05906548485503474,19.85850355433038,-169.8970160007405
24.79495526057888,-0.04804633254858967,19.87046302487279,-170.5374618397802
26.36513477112815,-0.03958913706979666,19.88638794612846,-171.1757199633147
28.03474836693539,-0.02350804211568674,19.8844479103677,-171.7900608822546
29.81009286772392,-0.04721443666241269,19.9184378229323,-172.2842799226423
31.69786384922228,-0.02855556330659972,19.91207162513509,-172.8546020700327
33.70518089501502,-0.04120612490805343,19.93113615418035,-173.3067761872457
35.83961444750668,-0.04016003019266422,19.93936348784405,-173.8614156477146
38.10921435926496,-0.04547835055295599,19.95461035424717,-174.316954224833
40.52254025242286,-0.02482084762866921,19.94264910183849,-174.6566091341318
43.08869380063764,-0.04003080468067539,19.94404960424939,-175.1377884854739
45.81735305535549,-0.01554939351003414,19.96425830685767,-175.6394043079945
48.71880894584054,-0.00824234585607767,19.97684686391829,-175.9906016967676
51.80400409062645,-0.002695516653540522,19.97161439672034,-176.4398493811256
55.08457406676332,-0.02867042625053185,19.95656546698709,-176.7610975429943
58.57289129250475,-0.04467100845981055,19.96545563166014,-176.796661203782
62.28211168893516,-0.04337210343005367,19.97163124827221,-177.197594787357
66.22622429651821,-0.03677518839524217,19.99111780351712,-177.6493370009678
70.42010403369042,-0.03757216231099782,19.98542088031692,-177.9200068452022
74.87956779647621,-0.02507841258899987,19.97694210829836,-178.217561543428
79.62143411069947,-0.05130899915489484,19.99616085388151,-178.5519464475414
84.66358656176422,-0.04596619872754892,19.99416224597011,-178.7552377717886
90.02504124122673,-0.04374886189050033,19.97960439221118,-179.076288745805
95.7260184645276,-0.07125148666887293,20.02845542482458,-179.4482859358262
101.7880190303619,-0.0597021407848711,19.99560466621407,-179.4109219600378
108.2339053092928,-0.04350339794408741,19.99243267390505,-179.7233320383419
115.0879874674313,-0.0498907791159392,19.98611312804834,179.907376315808
122.3761151503644,-0.04036333494960142,19.99911597858927,179.627720322343
130.1257749731115,-0.07229793731109695,20.00247318991854,179.3519187137775
138.3661941837873,-0.01191323610656846,20.00986244778913,178.6354306847149
147.1284508919283,0.02251280897003373,20.01119788550753,178.6793529617669
156.4455912772006,-0.02439113910110573,20.00061403095429,178.2060037523803
166.3527542205342,-0.07045046769606139,19.9726457517066,178.2899147304397
176.88730382772,-0.04682895563597538,19.99156212563312,177.6649714038726
188.0889703452705,-0.0446466071054593,19.98962435113894,177.4170518486314
200,-0.03601095704200458,19.98782766724442,177.1264589752749
212.6653143274323,-0.0558544456931304,19.98407872695667,176.7093071437961
226.1326795899277,-0.0265504129070214,19.98922811390992,176.5863286774189
240.4528869234826,-0.01815974030391207,19.98782254349723,176.1250176368625
255.6799438926046,-0.09668195698419867,19.96516924122601,175.8870994327922
271.8712781757051,-0.01610819544163707,19.9634957233243,175.2995883610144
289.0879541491856,-0.06102134755094252,19.95609071111608,175.0166581481515
307.3949031870542,-0.09277127721913861,19.97917127767439,174.6772489443679
326.8611685446275,-0.08059028878593433,19.93940553094841,174.1046216984751
347.5601657498752,-0.04813627575652886,19.93823937960687,173.5570083693614
369.5699594844581,0.0003304023476024117,19.93912620059653,173.2691784959611
392.9735579986936,-0.009698775066565,19.92918409489327,172.6478007712784
417.8592261708077,-0.07864900142380885,19.92364954760957,172.1028979814807
444.3208183911623,-0.01435504655828165,19.90363931104816,171.4843404488208
472.4581325268925,-0.07568918742436197,19.89111380606431,170.9117193848643
502.3772863019159,-0.03564768933561806,19.87906693095649,170.3086831914731
534.1911175117971,-0.02291239362699995,19.86920241600334,169.7161667050256
568.0196095828428,-0.09054666772417352,19.83673911386113,169.0065993674095
603.9903440804032,-0.04719268767394771,19.80479718562696,168.2663559319517
642.2389818729647,-0.08697751054965999,19.78759715078568,167.3999404326587
682.9097747667201,0.004146648210660871,19.75283856266283,166.6001687141973
726.1561095402028,-0.04788800393184734,19.733021052224,165.6179476113278
772.1410864307622,0.03828310579829643,19.67080558790928,164.9188159991216
821.0381342546157,0.002243230391907782,19.63600825578527,164.0723346126291
873.0316644803322,0.01112461556799571,19.58373129753764,162.942354838427
928.3177667225555,0.03447463567719934,19.54708708331222,161.7973965709312
987.1049482789613,0.06730982198238271,19.47323591224217,160.8740874647955
1049.614920499546,0.006019998676183762,19.46808421010735,159.5080222413278
1116.083434953993,-0.01018417171597187,19.34415320917109,158.4370195200686
1186.761172550656,-0.07466978734022955,19.27203409043282,157.1114154641827
1261.914688960386,-0.1199076881003507,19.21537588916472,155.7325544659411
1341.827419910822,-0.1126397292028822,19.13438687433188,154.4406663351621
1426.800750142513,-0.006990280316609052,19.01524082024024,152.9679442468972
1517.155150058367,-0.0393921918915619,18.8903423431958,151.9444046786996
1613.231384353227,-0.02170177731588506,18.73828505511178,150.0336569403451
1715.391797181788,-0.03222254352285268,18.59878053764192,148.7371846727335
1824.021678711819,-0.08010731569093632,18.51447296456032,146.7760031410519
1939.530718216499,0.05411225937425195,18.37000055934125,145.6588354716043
2062.35454918611,-0.01785180981349892,18.19987661214792,143.7122504321331
2192.95639228637,-0.05382508433725665,17.98259402792935,141.7079779896275
2331.828802359665,-0.06610460976413485,17.72998972224199,140.2842409612624
2479.495526057888,-0.002224658754240565,17.50204270702379,138.4411984055297
2636.513477112815,-0.04159762062789161,17.28784072919696,136.6354792086553
2803.474836693539,0.005181111011290155,17.00638979426976,134.8307328107737
2981.009286772392,-0.05150452120501849,16.72348435315164,133.1239783127985
3169.786384922229,0.01008599748672832,16.43562266091995,131.3819272398172
3370.518089501502,0.02288161070055799,16.08103830311946,129.681168743582
3583.961444750668,0.01678785863081949,15.76291526269167,127.7210025971109
3810.921435926492,0.02548513315095702,15.4477310835559,126.2781288034988
4052.254025242287,-0.008155273820988355,15.12064035592986,124.313572649498
4308.869380063769,-0.002550433517241345,14.74738856942058,122.7212166388421
4581.735305535545,-0.04237235616620033,14.34856649444031,121.1446487164473
4871.880894584054,-0.0828604993124646,13.99381472066924,119.8480149549306
5180.400409062651,-0.03630337763920256,13.55613403754855,117.7931642872544
5508.457406676333,-0.04285565208350157,13.12548733969592,116.9348772194543
5857.289129250475,-0.04786579898704665,12.68096273580064,115.1559412585838
6228.211168893517,-0.000431691750230521,12.28452333191987,113.9007092267677
6622.622429651822,0.04117908048037077,11.83161999905463,112.6802038785747
7042.010403369042,0.003950539724500986,11.35760466102294,111.138016720792
7487.956779647621,0.0001842275310049277,10.90577066988666,110.0603815623174
7962.143411069947,0.04752820046165344,10.43975653765701,108.3261352905684
8466.358656176413,-0.04240478468543958,10.01477578280823,107.743012321484
9002.504124122674,-0.006525249369264643,9.524942659106134,106.4710650731129
9572.601846452771,0.01164398415138224,8.962316157205951,105.3760684207342
10178.80190303618,-0.04302694221894706,8.55405200529381,104.8818135361875
10823.39053092927,-0.03513384741993437,7.969927153615317,103.7498183137151
11508.79874674313,-0.02516531795998484,7.54322762080617,103.0348876110759
12237.61151503644,-0.03681225066279929,7.01980215636112,102.3016750894596
13012.57749731115,0.01088262103610477,6.472474100865256,101.2742610763817
13836.61941837873,-0.02493570193288133,5.96398939323298,100.4363229020544
14712.84508919283,0.08300973879289539,5.493739739474508,99.86770282845097
15644.55912772006,-0.0003981488470271483,5.017547650698996,98.90605954377259
16635.27542205342,0.0038005115859802,4.457350760819809,98.54886483220695
17688.730382772,0.023598709281421,3.965350472202813,97.67107793646773
18808.89703452703,0.0489038416035419,3.321422407990579,97.65967627938718
20000,0.04866305487325012,2.856416545937359,95.75844499920242
